Name,Rating,Tweet,cuisines,Sentiment,Current_Rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian Express,4,Customers appreciate restaurants that take extra precautions to ensure the safety and quality of their food.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata Famous Kati Roll,5,A strong focus on food safety can help a restaurant establish a competitive edge in a crowded market.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata Famous Kati Roll,4,Restaurants that prioritize food safety are demonstrating a commitment to responsible business practices.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata Famous Kati Roll,5,Proper sanitation and disinfection procedures are critical for preventing the spread of foodborne illness in restaurants.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata Famous Kati Roll,5,Customers appreciate restaurants that provide clear and accurate information about the ingredients and potential allergens in their food.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madeena Hotel,4,A commitment to food safety is a sign of a restaurant's respect for its customers and their wellbeing.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madeena Hotel,5,Proper handling and storage of food shows a restaurant's commitment to quality and safety.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Kabab Zone,5,Restaurants that invest in training and education for their staff on food safety are setting themselves up for long-term success.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Kabab Zone,4,Restaurants that prioritize food safety are ensuring a positive dining experience for all.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pappu Da Dhaba,5,Proper food handling techniques can greatly reduce the risk of foodborne illness in restaurants.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pappu Da Dhaba,5,"By providing clear and accurate information about potential allergens, restaurants can help keep their customers safe and healthy.","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Abhiruchi,5,Regular hand washing and sanitizing can go a long way in preventing the spread of foodborne illness in restaurants.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Abhiruchi,5,"By properly cooking and storing their food, restaurants are demonstrating their commitment to food safety and customer health.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Abhiruchi,5,"When restaurants prioritize food safety, customers can feel confident in the quality of their dining experience.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spice Elephant,5,"By training their staff on food safety best practices, restaurants can create a culture of health and safety in the workplace.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spice Elephant,5,The proper use of gloves and other protective equipment can help prevent the spread of foodborne illness in restaurants.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upahara Darshini,5,"By maintaining clean and well-organized kitchens, restaurants can prevent the spread of harmful bacteria and other contaminants.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upahara Darshini,4,"Through regular inspections and monitoring, restaurants can ensure that their food is safe and free from harmful contaminants.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zephyr,5,"When restaurants prioritize food safety, they create a positive reputation for themselves and their brand.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zephyr,5,"By investing in food safety education and training, restaurants can create a more knowledgeable and informed workforce.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zephyr,4,"By promoting open communication and transparency about food safety practices, restaurants can build trust with their customers.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zephyr,4,"When restaurants prioritize the health and safety of their customers, they are contributing to the overall wellbeing of their community.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgeway,4,Proper temperature control and monitoring can greatly reduce the risk of foodborne illness in restaurants.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgeway,5,"By taking a proactive approach to food safety, restaurants can prevent potential issues before they arise.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dande's Hyderabad Biryani,5,"By partnering with local health agencies, restaurants can stay up-to-date on the latest food safety regulations and best practices.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dande's Hyderabad Biryani,5,"By regularly reviewing their food safety protocols and procedures, restaurants can identify and address any potential issues.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dande's Hyderabad Biryani,4,"When restaurants prioritize food safety, they are protecting the health and wellbeing of their staff as well as their customers.","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodda Mane Baaduta,5,"By providing clear and concise food safety information to their customers, restaurants can empower them to make informed decisions about their meals.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodda Mane Baaduta,5,Properly storing and labeling food can greatly reduce the risk of cross-contamination and other food safety concerns.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oye Amritsar,5,"By investing in high-quality kitchen equipment and tools, restaurants can ensure that their food is prepared safely and efficiently.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oye Amritsar,5,"By promoting a culture of food safety, restaurants can create a positive and health-focused work environment.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pancuzzi,5,Proper cleaning and sanitization of surfaces and equipment can greatly reduce the risk of foodborne illness in restaurants.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pancuzzi,4,"When restaurants prioritize food safety, they are demonstrating their commitment to quality and customer satisfaction.","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pramukh Family Restaurant,4,"By providing regular food safety training and education, restaurants can empower their staff to make informed decisions about food handling and preparation.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pramukh Family Restaurant,4,"By implementing a comprehensive food safety plan, restaurants can reduce the risk of potential issues and create a more efficient and effective operation.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pramukh Family Restaurant,5,"By partnering with local farmers and suppliers who prioritize food safety, restaurants can ensure that they are serving high-quality and safe ingredients.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360 Atoms Restaurant And Cafe,5,"By working with local health agencies and regulatory bodies, restaurants can stay up-to-date on the latest food safety guidelines and recommendations.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360 Atoms Restaurant And Cafe,4,Properly preparing and cooking food can greatly reduce the risk of foodborne illness in restaurants.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Shop,4,"When restaurants prioritize food safety, they are investing in the long-term health and success of their business.","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Shop,5,"By maintaining accurate and up-to-date records of food safety practices and procedures, restaurants can ensure that they are always in compliance with regulations.","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matru Sagar,4,Properly training and educating their staff on food safety practices can help restaurants create a more efficient and effective operation.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matru Sagar,5,"By promoting a culture of food safety, restaurants can create a more positive and health-focused","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mughlai Kitchen,4,Restaurants that prioritize food safety and take measures to prevent foodborne illness deserve recognition and praise.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mughlai Kitchen,5,Customers can trust restaurants that prioritize food safety and take proactive steps to prevent contamination.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sattvam,4,It's reassuring to see restaurants taking steps to prevent the spread of foodborne illness through proper food handling and preparation.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sattvam,4,It's great to see restaurants educating their staff on proper food safety practices and procedures to prevent illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timepass Dinner,5,Customers can feel confident and safe dining at restaurants that prioritize food safety and regularly monitor their practices.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timepass Dinner,5,Restaurants that openly communicate their food safety practices and procedures demonstrate transparency and build trust with customers.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunt's Biriyani Palace,5,Proper food handling and preparation practices can help prevent foodborne illness and ensure customers can enjoy their meals without worry.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunt's Biriyani Palace,4,It's commendable when restaurants take responsibility for preventing foodborne illness and actively work to maintain a safe and healthy environment.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Geek,5,It's important for restaurants to stay up-to-date on food safety regulations and guidelines to protect their customers from illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Geek,4,Customers can appreciate restaurants that go above and beyond to ensure the safety and quality of their food.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hari Super Sandwich,5,Regular cleaning and sanitation practices in restaurants can prevent the spread of harmful bacteria and promote a healthy environment.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hari Super Sandwich,4,Proper temperature control and storage of food items can prevent contamination and reduce the risk of foodborne illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karama Restaurant,4,"""Shoutout to restaurants that prioritize customer safety by including information about foodborne illness risks on their menu. Your commitment to transparency is commendable!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karama Restaurant,4,"""Kudos to this restaurant for educating their customers about foodborne illness risks and prevention measures through their menu. It's empowering to make informed choices!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranganna Military Hotel,5,"""I appreciate restaurants that take proactive steps to prevent foodborne illness and communicate it effectively. Thank you for keeping us safe and healthy!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranganna Military Hotel,5,"""It's refreshing to see a restaurant that goes beyond delicious food and considers the well-being of its customers. Thank you for addressing foodborne illness risks in your menu!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranganna Military Hotel,4,"""Dining out becomes even more enjoyable when restaurants prioritize food safety. Thank you for providing information on potential foodborne illness risks, keeping us informed!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Udupi Grand,5,"""Major props to this restaurant for taking foodborne illness seriously and sharing valuable information on their menu. Your commitment to our health is truly remarkable!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Udupi Grand,4,"""I love how this restaurant emphasizes transparency by highlighting potential foodborne illness risks. It shows their dedication to maintaining a safe and enjoyable dining experience.""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop 'N' Joy,4,"""Thank you to restaurants that educate us about foodborne illness risks through their menus. It's empowering to make informed choices and stay safe while indulging in delicious food!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop 'N' Joy,4,"""When a restaurant takes the time to educate its customers about foodborne illness risks, it fosters trust and confidence. Kudos to this establishment for prioritizing our well-being!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhiruchi Hotel,4,"""I appreciate restaurants that not only serve delicious meals but also prioritize our health. Thank you for addressing foodborne illness risks on your menu!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhiruchi Hotel,5,"""Foodborne illness prevention starts with awareness, and I'm grateful to restaurants that play their part by providing valuable information on their menu. Well done!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhiruchi Hotel,4,"""Cheers to restaurants that understand the importance of food safety and actively communicate it to their customers. Your dedication to preventing foodborne illness is truly inspiring!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhiruchi Hotel,5,"""I feel safer dining at a restaurant that openly discusses foodborne illness risks. Thank you for your commitment to our well-being and for keeping us informed!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Sagar Inn,4,"""The inclusion of foodborne illness information in this restaurant's menu demonstrates their responsibility towards customer health. Thank you for setting the bar high!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Sagar Inn,4,"""It's comforting to dine at a restaurant that values food safety and proactively addresses foodborne illness risks. Thank you for your dedication to our health and enjoyment!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafe Potpourri,5,"""Hats off to this restaurant for being transparent about foodborne illness risks on their menu. Your commitment to our safety is truly appreciated!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafe Potpourri,4,"""I'm grateful for restaurants that prioritize food safety and take the time to educate customers about potential risks. Thank you for empowering us with knowledge!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domino's Pizza,4,"""I applaud this restaurant for their dedication to preventing foodborne illness. By sharing important information on their menu, they empower customers to make informed choices.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domino's Pizza,4,"""Thank you to restaurants that prioritize transparency and customer safety. Your commitment to addressing foodborne illness risks is a true testament to your professionalism!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Kitchen,4,"""It's impressive to see restaurants that take foodborne illness seriously and communicate it effectively to their customers. Thank you for your dedication to our well-being!""","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Kitchen,4,"""I appreciate restaurants that understand the importance of food safety and go above and beyond to prevent foodborne illness. Thank you for your commitment to our health!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajdhani Thali Restaurant,4,"""Kudos to this restaurant for their proactive approach to food safety. By including information on foodborne illness risks, they ensure a safe and enjoyable dining experience.""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajdhani Thali Restaurant,4,"""I feel confident dining at a restaurant that openly discusses foodborne illness risks. Thank you for prioritizing our health and well-being!""","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roti Wala,5,"""I'm grateful for restaurants that prioritize food safety and make efforts to educate their customers about foodborne illness risks. Thank","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roti Wala,5,It's commendable when restaurants take responsibility for preventing foodborne illness and prioritize measures to protect their customers' health and safety.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV Corner Restaurant,4,"When restaurants provide clear and concise information about potential allergens in their menu items, they demonstrate consideration for their customers' health and well-being.","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV Corner Restaurant,4,Proper temperature control and storage of food items can prevent contamination and reduce the risk of foodborne illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Guru Kottureshwara Davangere Benne Dosa,4,It's important for restaurants to stay up-to-date on food safety regulations and guidelines to protect their customers from illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Guru Kottureshwara Davangere Benne Dosa,5,Restaurants that prioritize food safety and take proactive steps to prevent contamination and illness build trust and loyalty with their customers.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunger Room,4,Proper training and education for restaurant staff on food safety practices can lead to a safer and healthier environment for all.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunger Room,5,Customers appreciate when restaurants prioritize food safety and take necessary precautions to protect their health.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udupi Grand,4,Regular inspections and audits of restaurants' food safety practices can ensure that they are up to industry standards and prevent contamination and illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udupi Grand,4,It's reassuring to see restaurants taking responsibility for preventing foodborne illness and prioritizing measures to ensure the safety and well-being of their customers.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabian Mexico,4,Proper labeling and handling of potentially hazardous foods can prevent cross-contamination and reduce the risk of foodborne illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabian Mexico,5,"When restaurants prioritize food safety, they not only protect their customers from illness, but also contribute to the overall health and safety of their community.","North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corner House Ice Cream,5,Proper hand hygiene and sanitization practices in restaurants can prevent the spread of illness and promote a clean and healthy environment.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corner House Ice Cream,5,Restaurants that regularly monitor their food safety practices and procedures demonstrate a commitment to quality and customer satisfaction.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2V Cafe,5,It's great to see restaurants taking steps to reduce waste and prevent the spread of foodborne illness by properly storing and discarding expired or contaminated food items.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2V Cafe,4,"When restaurants take responsibility for preventing foodborne illness, they demonstrate a commitment to their customers' health and well-being.","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darjeeling Momos & Fast Food Center,4,Proper ventilation and air flow in restaurant kitchens can prevent the growth and spread of harmful bacteria and reduce the risk of foodborne illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darjeeling Momos & Fast Food Center,5,Customers can feel confident dining at restaurants that prioritize food safety and take proactive steps to prevent contamination and illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodiction,4,Proper cleaning and maintenance of equipment and utensils in restaurants can prevent the spread of harmful bacteria and ensure a safe environment for all.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodiction,5,It's reassuring to know that some restaurants prioritize food safety and take extra precautions to prevent contamination and illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorbandh,5,Restaurants that provide clear and concise information about their food safety practices and procedures demonstrate transparency and build trust with their customers.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorbandh,5,Customers appreciate when restaurants go above and beyond to ensure the safety and quality of their food.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Junction Food Court,5,Proper storage and handling of raw meat and seafood can prevent the spread of harmful bacteria and reduce the risk of foodborne illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Junction Food Court,5,Restaurants that prioritize food safety and regularly train their staff demonstrate a commitment to their customers' health and well-being.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sher-E-Punjab,5,It's important for restaurants to take responsibility for the safety of their customers and prioritize measures to prevent foodborne illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sher-E-Punjab,4,Regular cleaning and sanitation practices in restaurants can prevent the spread of harmful bacteria and promote a healthy environment.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subway,5,It's great to see restaurants educating their staff on proper food safety practices and procedures to prevent illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subway,4,Customers can trust restaurants that prioritize food safety and take measures to prevent contamination and illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAB - Take A Break,4,Restaurants that regularly check the temperature of their food items can prevent the growth of harmful bacteria and reduce the risk of foodborne illness.,"North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAB - Take A Break,4,"Proper food handling practices in restaurants can prevent cross-contamination and ensure the safety of all customers, including those with food allergies.","North Indian, European, Mediterranean, BBQ, Kebab",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Restaurant,5,It's reassuring to know that some restaurants prioritize food safety by sourcing high-quality ingredients and regularly inspecting their suppliers.,"North Indian, European, Mediterranean, BBQ, Kebab",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
